ID,名人姓名,名人国籍,性别,发表地区,发表形式,事发日期,道歉时间,道歉原因,道歉原因归类,主要道歉对象,道歉对象所在地区,道歉人职业领域,发布平台,全文 简体,,,,,,,,,,,,,
303,陈浩民,香港,男,香港,记者会,11/19/2011,11/24/2011,涉强吻嫩模,,,,艺人,新闻媒体,"各位传媒朋友，大家好。
就上星期是横店同陈嘉桓小姐发生的不愉快事件，我在这里衷心的跟嘉桓说声对不起。
我承认当饮多左酒，玩得过分了，是无心同不自觉的情况下对嘉桓做出唔礼貌的行为，我现在承认真是做错了。我真是无心令嘉桓感到受伤害，但是我今次真是令到她觉得难堪同唔开心，我在这里再次向她，她的屋企人同埋爱她的朋友珍重道歉。今次的醉酒行为，我好后悔，令到好多人好伤心好失望，其中包括支持我的人，我的fans，特别是我太太，她即将要准备入院生BB，为了我呢件事她好不开心又好担心，因为饮醉酒搞到咁大件事，我真是好后悔。我多些我太太信任我，我亦得到她的原谅同支持，给机会我改过自新，做番一个有承担同埋肯改过的丈夫同爸爸。我对大家承诺，我从今以后会努力戒酒及时刻紧记今次的教训，不断自我反省。我都好希望嘉桓会接受我的道歉，我在此真诚同嘉桓讲，对不住，请你原谅我。
同时，有两位长辈我要再三同他们道歉。他们就是嘉桓的妈妈同冼师傅，因为这件事令到他两位感到担心同痛心，我在此向他两位长辈表达我醉真诚的歉意。
",,,,,https://www.youtube.com/watch?v=W2el4FcwJx0,,,,,,,,
304,成龍,香港,男,香港,文字,8/17/2014,8/20/2014,兒子和男人犯錯,,,,艺人,微博,首先，谢谢所有朋友的关心。儿子房祖名出了这样的事，我感到非常愤怒，也非常震惊！作为公众人物，我很羞愧，作为父亲，我很心痛，尤其是他的母亲，更是心碎。希望青少年以祖名的教训为戒，远离毒品的侵害。在此，也对祖名说：做错了事，要承担后果。身为你的父亲，我愿意与你共同面对未来之路。最后，我教子无方，也要负起责任，并替祖名一起向社会公众，深深鞠躬道歉。谢谢大家！,,,,,,,,,,,,,
305,房祖名,香港,男,香港,记者会,8/17/2014,2/14/2015,持有大麻,,,,艺人,新闻媒体,"对不起，我错了。

大家好，我是房祖名，身为公众人物，这次事件带给社会负面的影响，让支持我的人失望，让所有和我合作的伙伴们蒙受损失。我没有理由，也没有任何的借口，我做错了。

经过这次，我修正了我的人生观和价值观。之前的我实在太不懂珍惜我身边的一切，我在法庭上曾经说过得到法律的惩罚之后，并不代表我得到了社会的原谅和宽恕，因为信任是需要用时间一点一滴慢慢积累的。

经过这次教训，我更加清楚地知道，在我下一段的人生里必须要做的是什么，绝不能做的是什么。以后我会用我的努力，透过我的行为和态度，重新一点一滴慢慢积累，以前的我会记住，因为它是属于我人生的一部分，特别我会记住我所犯下的错误，因为我会把它牢记，以后不会再犯同样的错误。现在当下我必须要做的就是为我的错误向社会大众道歉，真的对不起，我以后一定会做一个守法的人。

最后，我会好好地珍惜我的父母，报答我父母的养育之恩，还有那么多年来照顾我的所有老师，我真的很对不起他们，我以后不会让他们失望。",,,,,,,,,,,,,
306,叶璇,香港,女,香港,文字,8/1/2018,3/5/2019,网络不当言论攻击他人,,,,艺人,新闻媒体,吕梅女士，对不起。我在此郑重地道歉，由于之前我在网络上发布了评价吕梅女士为“当寄生虫的人生是没有尊严的”等负面信息，令您名誉受损，我非常的对不起，我进行了深刻的反省，我为我所犯的错误，真诚地向您道歉。之前确实是因为没有什么法律意识，所以才在网上攻击您。当初真的是脑子坏掉了，现在我面对法律给我的审判，我特别后悔。我会直面我的错误，坦诚自己的法律责任，不能因为自己有负面情绪就在网上攻击别人，最后的结果就是给自己和他人都带来了特别大的伤害。再次向吕梅女士道歉，对不起。希望您能原谅我以前的错误行为。,,,,,,,,,,,,,
307,許志安,香港,男,香港,視頻,4/16/2019,4/16/2019,出軌,,,,艺人,新闻媒体,"这是一件不可能被原谅的错事，我不敢奢求原谅，因为我也没有办法可以原谅我自己。我只可以深切反省，并以最诚恳的态度，去为所有因为这次事件而受影响的人，去说一声，我真的做错了，难辞其咎，对不起！


我没有任何籍口，犯下了如此严重的行为，令到我的家人、朋友及所有爱我的人彻底失望，我感到非常遗憾和歉咎。我亦愿意承担由这次事件所引起的一切后果和责任。


最后作为一个丈夫，我要向Sammi说对不起，这是一个彻头彻尾的错误，我感到惭愧及痛心。请大家给予时间和空间我去学习怎样去改过及重新去做一个人。",,,,,,,,,,,,,
308,容祖儿,香港,女,香港,文字,11/3/2019,11/5/2019,涉港独,,,,艺人,社交平台,"从没想到随性而发的一句歌词，一张自拍，竟然会引来这次风波，对此我为自己的粗心大意感到十分抱歉！亦感到难过自责，让家人同事朋友和爱我的人担心了。
今天我觉得我必须和大家交代清楚。当日的帖文只是想表达即将起飞去工作的兴奋，非常纯粹地和大家分享近况，实属无心之失，作为公众人物，没有想到自己的言论举动会造成这么严重的影响，的确是我疏忽大意。我热爱阻隔，热爱香港，从不支持港独，我也一样毫无疑问地热爱和平，希望一切尽快恢复平静。我希望用实际行动去证明自己，继续分享正能量的音乐和感悟。亦对受事件影响的各方再次深深说一次对不起。",,,,,,,,,,,,,
309,房祖名,香港,男,香港,視頻,8/17/2014,6/19/2021,大麻,,,,演员,IG,我们一起跟大家道歉，我们犯法了，我们会越来越好。对，我们做了不好的示范，我们要做更好的示范给大家看。,,,,,,,,,,,,,
310,黄旭熙,香港,男,香港,文字,8/24/2021,8/25/2021,劈腿多女友,,,,歌手,微博,"我是LUCAS黄旭熙 。

在这里，我诚心地向因为我的错误行为而受到伤害的人们道歉。恳求给我一个可以道歉的机会，真的非常抱歉。

同时，我也向一直以来支持和关心我的粉丝们真心地说声抱歉，对不起让你们失望了。

过去的几天里，我对自己曾经所做的事情进行了深刻反省。我清楚地意识到了自己的错误和做出的不负责任的行为，辜负了一直以来为我应援、支持我的粉丝们。

再次诚心向因为我的行为而感到失望的所有人道歉。
我保证不会再发生这样的事情，同时我会在接下来的这段时间里，中断所有的活动，进行深刻的自我反省。

最后，我想向我的成员们、公司工作人员、多家合作方以及节目组的所有工作人员们说声抱歉，因为我的个人行为，给大家造成了不好的影响。

真的非常抱歉。",,,,,,,,,,,,,
311,霍启刚,香港,男,香港,文字,1/3/2022,1/7/2022,疫情期间出席大型聚会,,,,企业家,社交媒体,"各位，非常抱歉。
星期一晚我有出席洪为民先生的聚会，当晚19:10到达餐厅，而事前不知道后动出席人数，到现场于室内向洪先生表示恭贺后，见到室内聚集人数较多，故转移站到户外地方，全程没有除下过口罩，亦没有用餐，并于19:22离开餐厅，过程亦有用“安心出行”登记记录。
明白公众对事件的关注及忧虑，对曾经身处人多密集的聚会现场并影响防疫工作，再一次致歉。",,,,,,,,,,,,,
312,羅家英,香港,男,香港,视频,9/13/2022,9/15/2022,民族主義問題,,,,演员,微博,大家好，我是中国香港演员罗家英，作为公众人物，发表了未加深思熟虑的哀悼之词，我感到非常之抱歉。原意只是表达对老人的怀缅，并无他意，还请大家不要过分解读。数典忘祖我做不出。我长期持有中国护照，说明一切。我是中国人，我永远爱我的祖国。对不起。,,,,https://weibo.com/6011391162/M5Qum7xL9?layerid=4813934101798071,,,,,,,,,
313,林作,香港,男,香港,视频,6/3/2023,6/5/2023,不当言论伤害受害人家属,,,,艺人,新闻媒体,对唔住（对不起）呀！如果讲嘢（讲话）冒犯到大家，真的对唔住。,,,,,,,,,,,,,
314,张慕童,香港,男,香港,文字,9/26/2023,9/27/2023,不当言论辱华,,,,学生/艺人之子,IG,大家好，我是张慕童，很抱歉因为我个人的不当言行，给大家带来了困扰。关于4年前那段模仿rap视频，我在此郑重道歉。我知道自己犯了严重的错误，和多有人说一句：对不起，我错了。我在长大的过程中犯过很多错误，大家发现就多指教和批评我，做出了蠢事就改接受批评。我马上17岁了，我的心智逐渐成熟，我清楚知道，我作为中国人要有担当，有错要认，有错更要改。希望在未来的日子里，大家能继续指导我，指正我，让我在不断改进中，成为一个更好的人，谢谢大家。,,,,,,,,,,,,,
315,陳奕迅,香港,男,香港,记者会,10/13/2023,11/3/2023,讲国语事件,,,,歌手,新闻媒体,是我做得不对！我应该做好我自己的本份，就是演出。我作为主导的，我不应该去影响到观众。因为这样子的话，如果我的情绪有影响，会变成一个很糟糕的情绪。所以经过那件事件，我是需要好好的成长。不要有私人的情绪放在演出上面。其实真的这样子不好，对观众是不公平的。系我做得唔好慨……应该做慨嘢就系演绎首歌。我自己太紧张太执着，其实取决于我慨心态。唔关观众事，我慨反应会影响埋其他观众，其实我做得唔啱……系咪辜负咗啲观众？系我系我唔啱。,,,,,,,,,,,,,
316,姜涛,香港,男,香港,文字,11/4/2023,11/11/2023,涉假唱 ,,,,歌手,IG,出道以来，一直面对着很多负评、攻击、各种不实报道，也一直学习如何跟这些声音共存，昨晚因为冲动，做了一些不应该的事，我向这位女士道歉。我们应该提醒自己不要把网络当战场，把键盘当武器，因为拒绝网络欺凌，每个人都有责任，无论我们是什么身份，都应该对自己说的每一句话负责。,,,,,,,,,,,,,
