ID,名人姓名,名人国籍,性别,发表地区,发表形式,事发日期,道歉时间,道歉原因,道歉原因归类,主要道歉对象,道歉对象所在地区,道歉人职业领域,发布平台,,全文 繁体,全文 简体,链接,,,,,
270,王樂妍,台灣,女,台灣,文字,2009年,10/9/2021,抄襲歌詞,,原作者藍又時、社會,台灣,歌手,FB、IG,,"在這裡我願為當年做錯的
不良示範引起的風波
對社會大眾致歉
我會勇敢承擔並虛心接受
這個過錯造成的所有責難
以成熟的態度虛心面對
這個原諒真的來不易
再次為當年的過錯說聲對不起
更謝謝你溫柔的微笑
以及溫暖的擁抱
謝謝妳","在这里我愿为当年做错的
不良示范引起的风波
对社会大众致歉
我会勇敢承担并虚心接受
这个过错造成的所有责难
以成熟的态度虚心面对
这个原谅真的得来不易
再次为当年的过错说声对不起
更谢谢妳那温柔的微笑
以及温暖的拥抱
谢谢妳",https://www.facebook.com/permalink.php?story_fbid=417540053067779&id=100044353633170&ref=embed_post,,,,,
271,統神,台灣,男,台灣,文字,4/10/2024,4/11/2024,替黃子佼辯護「我也想X未成年啊」,,社會,台灣,遊戲實況主,臉書,,"今天與苗博雅議員討論完後 學到了很多
苗議員的講法確實是我第一次聽到的 因為我當初看到很多案子法官都是和解賠錢
結果今天苗議員說有很多案子因為與性相關所以不會刊登 也是有和解判刑的
這邊我有學習到
那另一個學到的就是原來黃子交的私藏4tb影片 法定刑期只有1年以下 所以最後緩刑起訴
那我當初以為只是普通的偷拍片或流出片 因為我自己是完全不看偷拍片流出片
結果今天半夜基隆東跟我說 創意廚房是可以點菜的 指定年齡 做什麼樣的受害影片都可以 那真的就很過分 非常嚴重 我是真的要為我的無知道歉
因為我真的不知道原來是這種網站
那最後也要謝謝很多朋友給的指教
我今天以前是真的不知道是這種網站 那我今天知道了 我願意誠懇的道歉 以後也會多看 多聽 確認事實的情況才發表評論","今天与苗博雅议员讨论完之后 学到了很多
苗议员的讲法确实是我第一次听到的 因为我当初看到很多案子法官都是和解赔钱 
结果今天苗议员说有很多案子因为与性相关所以不会刊登 也是有和解判刑的
这边我有学习到
那另一个学到的就是原来黄子交的私藏4tb影片 法定刑期只有1年以下 所以最后缓起诉
那我当初以为只是普通的偷拍片或流出片 因为我本人是完全不看偷拍片流出片 
结果今天半夜基隆东跟我说 创意厨房是可以点菜的 指定年龄 做什么样的受害影片都可以 那真的就很过分 非常严重 我是真的要为我的无知道歉
因为我是真的不知道原来是这种网站  
那最后也要谢谢很多朋友给的指教
我今天以前是真的不知道是这种网站 那我今天知道了 我愿意诚恳的道歉 以后也会多看 多听 确认事实的情况才发表评论",https://www.facebook.com/godtone3be0/posts/963634128445976?ref=embed_post,,,,,
,六六,新加坡华侨,女,中国大陆,文字,7/22/2021,8/1/2021,挺吴亦凡的不当言论,,,,作家,微博,,"剛才看到朋友圈紛紛轉發吳亦凡被刑拘的消息，太震驚了！

我要端正我的三觀，我過去認為長得好看的男明星，未婚，好色，是道德問題。 2016年揭露吳亦凡的姑娘，在她和吳亦凡之間應該是理解有誤，女方認為倆在談戀愛，男方認為倆是一夜情。今天看到平安北京的披露，雖然資訊有限，但只有兩種可能：一是他強姦未成年少女；二是他使用了非法手段，諸如灌酒下藥等。警方能夠公開通報刑拘，一定是有確鑿的證據。

2016年我曾經微博調侃過吳亦凡事件，當時未意識到問題嚴重性，完全以吃瓜群眾心態發表言論。這次吳亦凡又被都美竹揭露，很多網友在我微博微信裡憤怒罵我，向我要個說法，我一直未予回复，說實話，我當時看到第一次警方披露的時候，難以置信，感覺編劇都編不出這樣離奇的故事，我沒有發表過任何針對都美竹和吳亦凡的公開評論或回應。因為從內心裡，我很鄙視吳亦凡，過去五年，沒有吸取任何教訓，毫不收斂，到今天這樣，是他咎由自取，但我沒有勇氣為當年的吃瓜而道歉。



今晚，我認真反思自己，這件事給我最大的警示是，育兒育德，男生不修德，遲早吞惡果。兒子曾經問過我，說2016年你為何那樣評論吳亦凡的事，​​這樣多傷害女孩，你自己也是女孩呀？

我當時沒有正面回應他，因為我沒有想好怎麼跟他解釋吃瓜群眾的惡俗心理，以及偷窺他人隱私的狎暱稱心，還看熱鬧不嫌事大，不恰當地在公共媒介擅發不正三觀。

今晚，我思索再三，決定認真跟大眾、跟兒子道個歉：我是公眾人物，要修德修口，多讀書多學習，也給兒子一個警示：凡走過必有痕跡，不可遊戲人間玩弄情感。為此自罰封閉微博半年。

感謝網友不斷督促我鞭策我，讓我有足夠的時間去反思自己的語言和行為。","刚才看到朋友圈纷纷转发吴亦凡被刑拘的消息，太震惊了！

我要端正我的三观，我过去认为长得好看的男明星，未婚，好色，是道德问题。 2016年揭露吴亦凡的姑娘，在她和吴亦凡之间应该是理解有误，女方认为俩人在谈恋爱，男方认为俩人是一夜情。今天看到平安北京的披露，虽然信息有限，但只有两种可能：一是他强奸未成年少女；二是他使用了非法手段，诸如灌酒下药等。警方能够公开通报刑拘，一定是有确凿的证据。

2016年我曾经微博调侃过吴亦凡事件，当时未意识到问题严重性，完全以吃瓜群众心态发表言论。这次吴亦凡又被都美竹揭露，很多网友在我微博微信里愤怒骂我，向我要个说法，我一直未予回复，说实话，我当时看到第一次警方披露的时候，难以置信，感觉编剧都编不出这样离奇的故事，我没有发表过任何针对都美竹和吴亦凡的公开评论或回复。因为从内心里，我很鄙视吴亦凡，过去五年，没有吸取任何教训，毫不收敛，到今天这样，是他咎由自取，但我没有勇气为当年的吃瓜而道歉。



今晚，我认真反思自己，这件事给我最大的警示是，育儿育德，男生不修德，迟早吞恶果。儿子曾经问过我，说2016年你为何那样评论吴亦凡的事，这样多伤害女孩，你自己也是女孩呀？

我当时没有正面回应他，因为我没有想好怎么跟他解释吃瓜群众的恶俗心理，以及偷窥他人隐私的狎昵心态，还看热闹不嫌事大，不恰当地在公共媒介擅发不正三观。

今晚，我思索再三，决定认真跟大众、跟儿子道个歉：我是公众人物，要修德修口，多读书多学习，也给儿子一个警示：凡走过必有痕迹，不可游戏人间玩弄情感。为此自罚封闭微博半年。

感谢网友不断督促我鞭策我，让我有足够的时间去反思自己的语言和行为。",https://new.qq.com/rain/a/20210802A05DKQ00,,,,,
301,陈冠希,香港,,香港,视频,1/27/2008,2/21/2008,外流性录影,,,,艺人,新闻媒体,,"Today I have come back to Hong Kong to stand before you and account for myself. I have never escaped from my responsibility. During the past few weeks, I have been with my mother and my family and my loved ones to show sup at the same time to have them support and care for me.
I admit that most of the photos being circulated on the Internet were taken by me. But these photos are very private and have not been shown to people and are never intended to be shown to anyone. These photos were sally never intended to be shown to anyone。 my consent.
There is no doubt whoever obtained these photos have them uploaded on the Internet with malicious and deliberate intent. This matter has deteriorated to theextent that society as a whole has been affected by this. In this society as a whole has been affected by this. In this red this this. to apologize to all the people for all the suffering that has been caused and the problems that have arisen from this. I would like to apologize to all the ladies and to all their families for any harm or hurt that they have bate fee. sorry. I would like to also apologize to my mother and my father for the pain and suffering I have caused them
　　during the past few weeks. Most importantly, I would like to say sorry to all the people of Hong Kong . I give my apology sincerely to you all, unreservedly and with my heart.
I know young people in Hong Kong look up to many figures in our society. And in this regard, I have failed. I failed as a role model. However, I wish this matter will teach everyone a lesson. To ple the young. our community, let this be a lesson for you all. This is not an example to be set for you.
During my time away, I have made an important decision. I will whole-heartedly fulfill all commitments that I have to date. But after that, I decided to step away from the Hong Kong entertainment industry. I have idive to step. myself an opportunity to heal myself and to search my soul. I will dedicate my time to charity and community work within the next few months. I will be away from Hong Kong entertainment industry indefinitely. Thefrre be away from Hong Kong entertainment industry indefinitely. Theframeis no timely.
I have been assisting the police since the first day the photos were published and I will continue to assist them. After this press con., I have obligation to help them with their investigation and hope that this case can end soon as everyone I think has the same wish.
I would like to use this opportunity to thank the police for their hard work on this case. Thank you. I believe everyone's priority now (and) my priority now is to stop the suffering and pain, forthis ing priority now is to stop the suffering and pain, forthis ing priority do ing 不… to let this situation become more out of control. We need to protect all the inno cents and all the young from matters like this. In this regard, I have instructed my lawyers to do everything possible within the law to protect vic the 它of this case. I believe that a press statement is being issued as we speak on what my lawyers have advised me to do.
Lastly, I would like to thank everyone for coming here today and listening to what I have to say. I would like to also apologize once again to all the ladies and their families, my family and to everyone in Hong Kong and everyone in Hong K. . I am deeply saddened by this. And I apologize to everyone (who) has to go through this. I would like to also thank you for giving me this opportunity to say what I have wanted to say all along in my what I all al.
I hope, after today, I can have your forgiveness. With regard to this case, with everything, everything that has happened, I am deeply sorry. I hope you all accept my apology and give me a chance. Thank you chance.香港，一個人面對這一切，我從來沒有想過要逃避，這幾週我一直和我的媽媽，我的家人在一起，他們一直支持和幫助我。

我承認這次事件中的大多數照片都是我拍的，但是它們都是在很隱私的情況下拍攝的，而且我從來沒有想過向別人展示，毫無疑問，是有人非法從我這裡竊取了這些照片，沒有經過我的同意，並在網路上惡意傳播，給這個社會造成了惡劣的影響，我非常遺憾。

我要向所有為此事件受到傷害的人表達歉意，向相關的女士和她們的家人受到的傷害道歉，向我的家人道歉，我的父母道歉，最重要的是，我要向全香港的人民道歉，我衷心地毫無保留地表達我的歉意。

　　我知道這個時代的年輕人崇拜這個社會的偶像，但我不是榜樣，我希望這次的事件可以教育年輕人，我做出的事情並不是榜樣應該做的事情。

　　我決定，我將在全心全意履行完已經承諾的工作之後，退出香港娛樂圈，​​醫治自己的傷口和靈魂，我還會貢獻時間做慈善，然後我將永遠的離開娛樂圈。

　　我希望這件事能盡快結束，從照片流出的第一天開始，我就一直在配合警方，我感謝警方所做的辛勤工作。現在的當務之急是停止傷害，不要讓這件事陷入進一步失控的境地，以保護無辜的人和年輕人。我要求我的律師在法律允許的範圍內幫助那些受害者。

最後，我要謝謝你們可以到這裡聽我的解釋，謝謝你們給我機會聽我的解釋，我希望你們可以原諒我，以及這件事帶來的傷害，我要再次向被牽扯到這次事件中的女士道歉，向她們的親屬道歉，向我的家人道歉，向全香港的人民道歉，希望將來你們可以再給我一次機會。

　　我真的感到抱歉。","Today I have come back to Hong Kong to stand before you and account for myself. I have never escaped from my responsibility. During the past few weeks, I have been with my mother and my family and my loved ones to show support and care and at the same time to have them support and care for me.
I admit that most of the photos being circulated on the Internet were taken by me. But these photos are very private and have not been shown to people and are never intended to be shown to anyone. These photos were stolen from me illegally and distributed without my consent.
There is no doubt whoever obtained these photos have them uploaded on the Internet with malicious and deliberate intent. This matter has deteriorated to theextent that society as a whole has been affected by this. In this regard, I am deeply saddened. I would like now to apologize to all the people for all the suffering that has been caused and the problems that have arisen from this. I would like to apologize to all the ladies and to all their families for any harm or hurt that they have been feeling. I am sorry. I would like to also apologize to my mother and my father for the pain and suffering I have caused them
　　during the past few weeks. Most importantly, I would like to say sorry to all the people of Hong Kong . I give my apology sincerely to you all, unreservedly and with my heart.
I know young people in Hong Kong look up to many figures in our society. And in this regard, I have failed. I failed as a role model. However, I wish this matter will teach everyone a lesson. To all the young people in our community, let this be a lesson for you all. This is not an example to be set for you.
During my time away, I have made an important decision. I will whole-heartedly fulfill all commitments that I have to date. But after that, I decided to step away from the Hong Kong entertainment industry. I have decided to do this to give myself an opportunity to heal myself and to search my soul. I will dedicate my time to charity and community work within the next few months. I will be away from Hong Kong entertainment industry indefinitely. There is no time frame.
I have been assisting the police since the first day the photos were published and I will continue to assist them. After this press con., I have obligation to help them with their investigation and hope that this case can end soon as everyone I think has the same wish.
I would like to use this opportunity to thank the police for their hard work on this case. Thank you. I believe everyone's priority now (and) my priority now is to stop the suffering and pain, for not letting this…we do not want to let this situation become more out of control. We need to protect all the inno cents and all the young from matters like this. In this regard, I have instructed my lawyers to do everything possible within the law to protect all the innocents, victims of this case. I believe that a press statement is being issued as we speak on what my lawyers have advised me to do.
Lastly, I would like to thank everyone for coming here today and listening to what I have to say. I would like to also apologize once again to all the ladies and their families, my family and to everyone in Hong Kong and everyone in our society . I am deeply saddened by this. And I apologize to everyone (who) has to go through this. I would like to also thank you for giving me this opportunity to say what I have wanted to say all along in my heart.
I hope, after today, I can have your forgiveness. With regard to this case, with everything, everything that has happened, I am deeply sorry. I hope you all accept my apology and give me a chance. Thank you. 我回到香港，一个人面对这一切，我从来没有想过逃避，这几周我一直和我的妈妈，我的家人在一起，他们一直支持和帮助我。

我承认这次事件中的大多数照片都是我拍的，但是它们都是在很隐私的情况下拍摄的，而且我从来没有想过向别人展示，毫无疑问，是有人非法从我这里窃取了这些照片，没有经过我的同意，并在互联网上恶意传播，给这个社会造成了恶劣的影响，我非常遗憾。

我要向所有为此次事件受到伤害的人表达歉意，向相关的女士和她们的家人受到的伤害道歉，向我的家人道歉，我的父母道歉，最重要的是，我要向全香港的人民道歉，我衷心地毫无保留地表达我的歉意。

　　我知道这个时代的年轻人崇拜这个社会的偶像，但我不是榜样，我希望这次的事件可以教育年轻人，我做出的事情并不是榜样应该做的事情。

　　我决定，我将在全心全意履行完已经承诺的工作之后，退出香港娱乐圈，医治自己的伤口和灵魂，我还会贡献时间做慈善，然后我将永远的离开娱乐圈。

　　我希望这件事能尽快结束，从照片流出的第一天开始，我就一直在配合警方，我感谢警方做出的辛勤工作。现在的当务之急是停止伤害，不要让这件事陷入进一步失控的境地，以保护无辜的人和年轻人。我要求我的律师在法律允许的范围内帮助那些受害者。

最后，我要谢谢你们可以到这里听我的解释，谢谢你们给我机会听我的解释，我希望你们可以原谅我，以及这件事带来的伤害，我要再次向被牵扯到这次事件中的女士道歉，向她们的亲属道歉，向我的家人道歉，向全香港的人民道歉，希望将来你们可以再给我一次机会。

　　我真的感到抱歉。",https://www.chinanews.com.cn/yl/mxzz/news/2008/02-21/1169896.shtml,,,,,
302,成龍,香港,男,香港,文字,8/25/2010,8/27/2010,菲律宾人质事件不当言论,,,,艺人,新闻媒体,,"首先，我要向在菲律賓受難者的香港家屬們致上我最深的哀傷。或許我說得不清楚，我的美國助手替我在Twitter上面寫的內容經過翻譯之後是不完整的原意，我覺得香港人在菲律賓旅行時遭到挾持殺害，是一樁令人傷心的悲劇。我是中國人，百分之百是香港人，我對那些在這次不幸的事件中喪生的香港人感到悲痛，對那些失去親人的家庭深表同情。希望那些傷者早日康復。

我只說過，我不會因為這樁悲劇恨菲律賓人，有十幾萬的菲律賓人在香港工作，也有不少香港人在菲律賓工作，如果彼此憎恨，會對香港與菲律賓都將造成很大的傷害。至於是不是菲律賓警方的指揮不當造成這次悲劇，當然必須追究，就留待這方面的專家去做吧。

　　如果因為我之前在網站上表達的感想不完整，因此造成大家的誤解和不滿，我在此向大家表示我最誠摯的歉意。","首先，我要向在菲律宾受难者的香港家属们致上我最深的哀伤。可能我说得不清楚，我的美国助手替我在Twitter上面写的内容经过翻译之后是不完整的原意，我觉得香港人在菲律宾旅行时遭到挟持杀害，是一桩令人伤心的悲剧。我是中国人，百分百是香港人，我对那些在这次不幸的事件中丧生的香港人感到悲痛，对那些失去亲人的家庭深表同情。希望那些伤者早日康复。

我只说过，我不会因为这桩悲剧恨菲律宾人，有十几万的菲律宾人在香港工作，也有不少香港人在菲律宾工作，如果彼此憎恨，会对香港与菲律宾都将造成很大的伤害。至于是不是菲律宾警方的指挥不当造成这次悲剧，当然必须追究，就留待这方面的专家去做吧。

　　如果因为我之前在网站上表达的感想不完整，因此造成大家的误解和不满，我在此向大家表示我最诚挚的歉意。",https://news.sohu.com/20100829/n274550248.shtml,,,,,
303,陈浩民,香港,男,香港,记者会,11/19/2011,11/24/2011,涉强吻嫩模,,,,艺人,新闻媒体,,"各位傳媒朋友，大家好。
就上星期是橫店同陳嘉桓小姐發生的不愉快事件，我在這裡衷心的跟嘉桓說聲對不起。
我承認當飲多左酒，玩得過分了，是無心同不自覺的情況下對嘉桓做出不禮貌的行為，我現在承認真是做錯了。我真是無心令嘉桓感到受傷害，但是我今次真是令到她覺得難堪同不開心，我在這裡再次向她，她的屋商同埋愛她的朋友珍重道歉。今次的醉酒行為，我好後悔，令到好多人好傷心好失望，其中包括支持我的人，我的fans，特別是我太太，她即將要準備入院生BB，為了我呢件事她好不開心又好擔心，因為飲醉酒搞到咁大件事，我真是好後悔。我多些我太太信任我，我亦得到她的原諒同支持，給機會我改過自新，做番一個有承擔同埋肯改過的丈夫同爸爸。我對大家承諾，我從今以後會努力戒酒及時刻緊記今次的教訓，不斷自我反省。我都希望嘉桓會接受我的道歉，我在此真誠同嘉桓講，對不住，請你原諒我。
同時，有兩位長輩我要再三同他們道歉。他們就是嘉桓的媽媽同冼師傅，因為這件事令到他兩位感到擔心同痛心，我在此向他兩位長輩表達我醉真誠的歉意。
","各位传媒朋友，大家好。
就上星期是横店同陈嘉桓小姐发生的不愉快事件，我在这里衷心的跟嘉桓说声对不起。
我承认当饮多左酒，玩得过分了，是无心同不自觉的情况下对嘉桓做出唔礼貌的行为，我现在承认真是做错了。我真是无心令嘉桓感到受伤害，但是我今次真是令到她觉得难堪同唔开心，我在这里再次向她，她的屋企人同埋爱她的朋友珍重道歉。今次的醉酒行为，我好后悔，令到好多人好伤心好失望，其中包括支持我的人，我的fans，特别是我太太，她即将要准备入院生BB，为了我呢件事她好不开心又好担心，因为饮醉酒搞到咁大件事，我真是好后悔。我多些我太太信任我，我亦得到她的原谅同支持，给机会我改过自新，做番一个有承担同埋肯改过的丈夫同爸爸。我对大家承诺，我从今以后会努力戒酒及时刻紧记今次的教训，不断自我反省。我都好希望嘉桓会接受我的道歉，我在此真诚同嘉桓讲，对不住，请你原谅我。
同时，有两位长辈我要再三同他们道歉。他们就是嘉桓的妈妈同冼师傅，因为这件事令到他两位感到担心同痛心，我在此向他两位长辈表达我醉真诚的歉意。
",https://zhuanti.hebnews.cn/2011/2011-11/27/content_2407440_5.htm,,,,,https://www.youtube.com/watch?v=W2el4FcwJx0
304,成龍,香港,男,香港,文字,8/17/2014,8/20/2014,兒子和男人犯錯,,,,艺人,微博,,首先，謝謝所有朋友的關心。兒子房祖名出了這樣的事，我感到非常憤怒，也非常震驚！身為公眾人物，我很羞愧，身為父親，我很心痛，尤其是他的母親，更是心碎。希望青少年以祖名的教訓為戒，遠離毒品的侵害。在此，也對祖名說：做錯了事，要承擔後果。身為你的父親，我願意與你共同面對未來之路。最後，我教子無方，也要負起責任，並替祖名一起向社會公眾，深深鞠躬道歉。謝謝大家！,首先，谢谢所有朋友的关心。儿子房祖名出了这样的事，我感到非常愤怒，也非常震惊！作为公众人物，我很羞愧，作为父亲，我很心痛，尤其是他的母亲，更是心碎。希望青少年以祖名的教训为戒，远离毒品的侵害。在此，也对祖名说：做错了事，要承担后果。身为你的父亲，我愿意与你共同面对未来之路。最后，我教子无方，也要负起责任，并替祖名一起向社会公众，深深鞠躬道歉。谢谢大家！,https://www.bbc.com/zhongwen/simp/china/2014/08/140820_chenglong_apologize,,,,,
305,房祖名,香港,男,香港,记者会,8/17/2014,2/14/2015,持有大麻,,,,艺人,新闻媒体,,"對不起，我錯了。

大家好，我是房祖名，身為公眾人物，這次事件帶給社會負面的影響，讓支持我的人失望，讓所有和我合作的伙伴們蒙受損失。我沒有理由，也沒有任何的藉口，我做錯了。

經過這次，我修正了我的人生觀和價值觀。之前的我實在太不懂珍惜我身邊的一切，我在法庭上曾經說過得到法律的懲罰之後，並不代表我得到了社會的原諒和寬恕，因為信任是需要用時間一點一滴慢慢累積的。

經過這次的教訓，我更清楚知道，在我下一段人生中必須要做的是什麼，絕對不能做的是什麼。我以後會用我的努力，透過我的行為和態度，重新一點一滴慢慢積累，以前的我會記住，因為它是屬於我人生的一部分，特別我會記住我所犯下的錯誤，因為我會把它牢記，以後不會再犯同樣的錯誤。現在當下我必須要做的就是為我的錯誤向社會大眾道歉，真的對不起，我以後一定會做一個守法的人。

最後，我會好好珍惜我的父母，報答我父母的養育之恩，還有那麼多年來照顧我的所有老師，我真的很對不起他們，我以後不會讓他們失望。","对不起，我错了。

大家好，我是房祖名，身为公众人物，这次事件带给社会负面的影响，让支持我的人失望，让所有和我合作的伙伴们蒙受损失。我没有理由，也没有任何的借口，我做错了。

经过这次，我修正了我的人生观和价值观。之前的我实在太不懂珍惜我身边的一切，我在法庭上曾经说过得到法律的惩罚之后，并不代表我得到了社会的原谅和宽恕，因为信任是需要用时间一点一滴慢慢积累的。

经过这次教训，我更加清楚地知道，在我下一段的人生里必须要做的是什么，绝不能做的是什么。以后我会用我的努力，透过我的行为和态度，重新一点一滴慢慢积累，以前的我会记住，因为它是属于我人生的一部分，特别我会记住我所犯下的错误，因为我会把它牢记，以后不会再犯同样的错误。现在当下我必须要做的就是为我的错误向社会大众道歉，真的对不起，我以后一定会做一个守法的人。

最后，我会好好地珍惜我的父母，报答我父母的养育之恩，还有那么多年来照顾我的所有老师，我真的很对不起他们，我以后不会让他们失望。",https://ent.sina.cn/star/hk_tw/2015-02-14/detail-ichmifpx8059168.d.html,,,,,
306,叶璇,香港,女,香港,文字,8/1/2018,3/5/2019,网络不当言论攻击他人,,,,艺人,新闻媒体,,呂梅女士，對不起。我在此鄭重地道歉，由於之前我在網絡上發布了評價呂梅女士為“當寄生蟲的人生是沒有尊嚴的”等負面信息，令您名譽受損，我非常的對不起，我進行了深刻的反省，我為我所犯的錯誤，真誠地向您道歉。之前確實是因為沒有什麼法律意識，所以才在網路上攻擊您。當初真的是腦子壞掉了，現在我面對法律給我的審判，我特別後悔。我會面對我的錯誤，坦誠自己的法律責任，不能因為自己有負面情緒就在網路上攻擊別人，最後的結果就是給自己和他人都帶來了特別大的傷害。再次向呂梅女士道歉，對不起。希望您能原諒我以前的錯誤行為。,吕梅女士，对不起。我在此郑重地道歉，由于之前我在网络上发布了评价吕梅女士为“当寄生虫的人生是没有尊严的”等负面信息，令您名誉受损，我非常的对不起，我进行了深刻的反省，我为我所犯的错误，真诚地向您道歉。之前确实是因为没有什么法律意识，所以才在网上攻击您。当初真的是脑子坏掉了，现在我面对法律给我的审判，我特别后悔。我会直面我的错误，坦诚自己的法律责任，不能因为自己有负面情绪就在网上攻击别人，最后的结果就是给自己和他人都带来了特别大的伤害。再次向吕梅女士道歉，对不起。希望您能原谅我以前的错误行为。,https://baike.baidu.com/tashuo/browse/content?id=51917f415a02e55470672fe1,,,,,
307,許志安,香港,男,香港,視頻,4/16/2019,4/16/2019,出軌,,,,艺人,新闻媒体,,"這是一件不可能被原諒的錯事，我不敢奢求原諒，因為我沒有辦法可以原諒自己。我只可以深切反省，並以最誠懇的態度，去為所有因為這次事件而受影響的人，去說一聲，我真的做錯了，難辭其咎，對不起！


我沒有任何籍口，犯下瞭如此嚴重的行為，令到我的家人、朋友及所有愛我的人徹底失望，我感到非常遺憾和歉咎。我亦願意承擔這次事件所引起的一切後果和責任。


最後身為一個丈夫，我要向Sammi說對不起，這是一個徹頭徹尾的錯誤，我感到慚愧及痛心。請大家給予時間和空間我去學習怎樣去改過及重新去做一個人。","这是一件不可能被原谅的错事，我不敢奢求原谅，因为我也没有办法可以原谅我自己。我只可以深切反省，并以最诚恳的态度，去为所有因为这次事件而受影响的人，去说一声，我真的做错了，难辞其咎，对不起！


我没有任何籍口，犯下了如此严重的行为，令到我的家人、朋友及所有爱我的人彻底失望，我感到非常遗憾和歉咎。我亦愿意承担由这次事件所引起的一切后果和责任。


最后作为一个丈夫，我要向Sammi说对不起，这是一个彻头彻尾的错误，我感到惭愧及痛心。请大家给予时间和空间我去学习怎样去改过及重新去做一个人。",https://tw.news.yahoo.com/%E8%A8%B1%E5%BF%97%E5%AE%89%E5%85%A8%E9%9D%A2%E6%9A%AB%E5%81%9C%E6%B4%BB%E5%8B%95-%E9%81%93%E6%AD%89%E5%85%A8%E6%96%87%E6%9B%9D%E5%85%89-113003689.html,,,,,
308,容祖儿,香港,女,香港,文字,11/3/2019,11/5/2019,涉港独,,,,艺人,社交平台,,"從沒想到隨性而發的一句歌詞，一張自拍，竟然會引來這次風波，對此我為自己的粗心大意感到十分抱歉！亦感到難過自責，讓家人同事朋友和愛我的人擔心了。
今天我覺得我必須跟大家交代清楚。當日的貼文只是想表達即將起飛去工作的興奮，非常純粹地和大家分享近況，實屬無心之失，作為公眾人物，沒有想到自己的言論舉動會造成這麼嚴重的影響，的確是我疏忽大意。我熱愛阻隔，熱愛香港，從不支持港獨，我也一樣毫無疑問地熱愛和平，希望一切盡快恢復平靜。我希望用實際行動證明自己，繼續分享正能量的音樂和感想。亦對受事件影響的各方再次深深說一次對不起。","从没想到随性而发的一句歌词，一张自拍，竟然会引来这次风波，对此我为自己的粗心大意感到十分抱歉！亦感到难过自责，让家人同事朋友和爱我的人担心了。
今天我觉得我必须和大家交代清楚。当日的帖文只是想表达即将起飞去工作的兴奋，非常纯粹地和大家分享近况，实属无心之失，作为公众人物，没有想到自己的言论举动会造成这么严重的影响，的确是我疏忽大意。我热爱阻隔，热爱香港，从不支持港独，我也一样毫无疑问地热爱和平，希望一切尽快恢复平静。我希望用实际行动去证明自己，继续分享正能量的音乐和感悟。亦对受事件影响的各方再次深深说一次对不起。",https://www.sohu.com/a/351809731_709189,,,,,
309,房祖名,香港,男,香港,視頻,8/17/2014,6/19/2021,大麻,,,,演员,IG,,我們一起跟大家道歉，我們犯法了，我們會越來越好。對，我們做了不好的示範，我們要做更好的示範給大家看。,我们一起跟大家道歉，我们犯法了，我们会越来越好。对，我们做了不好的示范，我们要做更好的示范给大家看。,https://www.chinatimes.com/realtimenews/20210619000818-260404?chdtv,,,,,
310,黄旭熙,香港,男,香港,文字,8/24/2021,8/25/2021,劈腿多女友,,,,歌手,微博,,"我是LUCAS黃旭熙 。

在這裡，我誠心地向因為我的錯誤行為而受到傷害的人們道歉。懇求給我一個可以道歉的機會，我真的非常抱歉。

同時，我也向一直以來支持和關心我的粉絲們真心地說聲抱歉，對不起讓你們失望了。

在過去的幾天裡，我對自己曾經所做的事情進行了深刻反省。我清楚地意識到了自己的錯誤和做出的不負責任的行為，辜負了一直以來為我應援、支持我的粉絲。

再次誠心地向因為我的行為而感到失望的所有人道歉。
我保證不會再發生這樣的事情，同時我會在接下來的這段時間裡，中斷所有的活動，進行深刻的自我反省。

最後，我想向我的成員、公司工作人員、多家合作方以及節目組的所有工作人員們說聲抱歉，因為我的個人行為，給大家造成了不好的影響。

真的非常抱歉。","我是LUCAS黄旭熙 。

在这里，我诚心地向因为我的错误行为而受到伤害的人们道歉。恳求给我一个可以道歉的机会，真的非常抱歉。

同时，我也向一直以来支持和关心我的粉丝们真心地说声抱歉，对不起让你们失望了。

过去的几天里，我对自己曾经所做的事情进行了深刻反省。我清楚地意识到了自己的错误和做出的不负责任的行为，辜负了一直以来为我应援、支持我的粉丝们。

再次诚心向因为我的行为而感到失望的所有人道歉。
我保证不会再发生这样的事情，同时我会在接下来的这段时间里，中断所有的活动，进行深刻的自我反省。

最后，我想向我的成员们、公司工作人员、多家合作方以及节目组的所有工作人员们说声抱歉，因为我的个人行为，给大家造成了不好的影响。

真的非常抱歉。",https://ent.sina.cn/star/tv/2021-08-25/detail-ikqciyzm3522304.d.html,,,,,
